Description,SKU,Name,DisplayName,FranchisePrice,RetailPrice,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode
FLAP STAY KIT DUO FORTE NI,HW-0000061,FLAP STAY KIT DUO FORTE NI,FLAP STAY KIT DUO FORTE NI,13.2,45.54,EA,HW,HAFELE,373.66.632,6,1,0,0,0
Hole Reducer - 5mm,HW-0000062,Hole Reducer - 5mm,Hole Reducer - 5mm,0.242,0.835,EA,HW,HAFELE,042.98.033,6,1,0,0,0
KD - FF - White (1000),HW-0000063,KD - FF - White (1000),KD - FF - White (1000),0.22,0.759,EA,HW,HAFELE,263.50.705,6,1,0,0,0
KD - FF- Black (1000),HW-0000064,KD - FF- Black (1000),KD - FF- Black (1000),0.22,0.759,EA,HW,HAFELE,263.50.305,6,1,0,0,0
KD - FF- BROWN (1000),HW-0000065,KD - FF- BROWN (1000),KD - FF- BROWN (1000),0.22,0.759,EA,HW,HAFELE,263.50.105,6,1,0,0,0
KD - FF- Almond (1000),HW-0000066,KD - FF- Almond (1000),KD - FF- Almond (1000),0.22,0.759,EA,HW,HAFELE,263.50.405,6,1,0,0,0
Pegs - Chrome (2000),HW-0000067,Pegs - Chrome (2000),Pegs - Chrome (2000),0.028,0.095,EA,HW,HAFELE,282.04.711,6,1,0,0,0
DAYTONA PEGS,HW-0000068,DAYTONA PEGS,DAYTONA PEGS,0.088,0.304,EA,HW,HAFELE,282.38.708,6,1,0,0,0
PLATE BLUM CLIP B173L810.21,HW-0000069,PLATE BLUM CLIP B173L810.21,PLATE BLUM CLIP B173L810.21,0.341,1.176,EA,HW,LOUIS,B173L810,6,1,0,0,0
Blum Mounting T Plate FF,HW-0000070,Blum Mounting T Plate FF,Blum Mounting T Plate FF,1.14,5.244,EA,HW,UKNOWN,B175L6600.22,6,1,0,0,0
Mounting Plate (600),HW-0000071,Mounting Plate (600),Mounting Plate (600),0.48,2.208,EA,HW,HAFELE,329.81.454,6,1,0,0,0
Mounting Plates Face Frame,HW-0000072,Mounting Plates Face Frame,Mounting Plates Face Frame,1.9,8.74,EA,HW,HAFELE,329.64.551,6,1,0,0,0
PLATE HINGE 0 DEGREE,HW-0000073,PLATE HINGE 0 DEGREE,PLATE HINGE 0 DEGREE,0.54,2.484,EA,HW,HAFELE,329.81.525,6,1,0,0,0
Lucite Hinge Trim D Chrome,HW-0000075,Lucite Hinge Trim D Chrome,Lucite Hinge Trim D Chrome,0.846,3.892,EA,HW,HAFELE,329.22.220,6,1,0,0,0
Lucite Hinge Trim Rnd Chrome,HW-0000077,Lucite Hinge Trim Rnd Chrome,Lucite Hinge Trim Rnd Chrome,1.12,5.152,EA,HW,HAFELE,329.22.210,6,1,0,0,0
Lucite Hinge Trim Rnd Silver,HW-0000078,Lucite Hinge Trim Rnd Silver,Lucite Hinge Trim Rnd Silver,1.14,5.244,EA,HW,HAFELE,329.22.910,6,1,0,0,0
Lucite Hinge Trim Rnd Black,HW-0000079,Lucite Hinge Trim Rnd Black,Lucite Hinge Trim Rnd Black,0.24,1.104,EA,HW,HAFELE,329.22.310,6,1,0,0,0
SCREW 8-32 5/8,HW-0000105,SCREW 8-32 5/8,SCREW 8-32 5/8,0.019,0.065,EA,HW,HAFELE,022.25.150,6,1,0,0,0
SCREW 1 1/4 #8 COARSE,HW-0000106,SCREW 8-32 1 1/4,SCREW 1 1/4 #8 COARSE,0.008,0.027,EA,HW,HAFELE,010.23.160,6,1,0,0,0
SCREW 1 1/2 IN #8-32,HW-0000108,SCREW 8-32 1 1/2,SCREW 1 1/2 IN #8-32,0.026,0.091,EA,HW,HAFELE,022.25.381,6,1,0,0,0
SCREW 1 9/16 M4,HW-0000110,SCREW M4 1 9/16,SCREW 1 9/16 M4,0.02,0.068,EA,HW,HAFELE,022.45.403,6,1,0,0,0
SCREW 8-32 7/8,HW-0000111,SCREW 8-32 7/8,SCREW 8-32 7/8,0.025,0.087,EA,HW,HAFELE,022.25.229,6,1,0,0,0
"SCREW 8-32 1""",HW-0000112,"SCREW 8-32 1""",SCREW 8-32 1in,0.024,0.083,EA,HW,HAFELE,022.25.256,6,1,0,0,0
SCREW 8-32 1 1/4,HW-0000113,SCREW 8-32 1 1/4,SCREW 8-32 1 1/4,0.031,0.106,EA,HW,HAFELE,022.25.327,6,1,0,0,0
SCREW US DRAWER 1 3/4,HW-0000114,SCREW 8-32 1 3/4,SCREW US DRAWER 1 3/4,0.042,0.144,EA,HW,HAFELE,022.25.452,6,1,0,0,0
SCREW ZIP R 2 1/2in #8,HW-0000116,SCREW ZIP-R 2 1/2,SCREW ZIP R 2 1/2in #8,0.014,0.049,EA,HW,HAFELE,010.23.074,6,1,0,0,0
Screw Confirmat 50mm,HW-0000120,Screw Confirmat 50mm Point,Screw Confirmat 50mm,0.03,0.102,EA,HW,HAFELE,264.44.190,6,1,0,0,0
DRAW BOLTS (500 A BOX),HW-0000129,DRAW BOLTS (500 A BOX),DRAW BOLTS (500 A BOX),0.528,1.822,EA,HW,HAFELE,262.93.952,6,1,0,0,0
Screw - Euro (5000),HW-0000130,Screw - Euro (5000),Screw - Euro (5000),0.008,0.027,EA,HW,HAFELE,012.50.718,6,1,0,0,0
Screw - KD (5000),HW-0000132,Screw - KD (5000),Screw - KD (5000),0.034,0.118,EA,HW,HAFELE,263.20.985,6,1,0,0,0
Screw - KD M-F (2000),HW-0000133,Screw - KD M-F (2000),Screw - KD M-F (2000),0.105,0.361,EA,HW,HAFELE,263.24.943,6,1,0,0,0
"SCREW M4 1""",HW-0000135,"SCREW M4 1""",SCREW M4 1in,0.025,0.087,EA,HW,HAFELE,022.45.252,6,1,0,0,0
SCREW M4 1 3/16,HW-0000136,SCREW M4 1 3/16,SCREW M4 1 3/16,0.028,0.095,EA,HW,HAFELE,022.45.305,6,1,0,0,0
SCREW M4 1 1/2,HW-0000137,SCREW M4 1 1/2,SCREW M4 1 1/2,0.032,0.11,EA,HW,HAFELE,022.45.387,6,1,0,0,0
SCREW M4 1 1/8,HW-0000138,SCREW M4 1 1/8,SCREW M4 1 1/8,0.03,0.102,EA,HW,HAFELE,022.45.289,6,1,0,0,0
SCREW M4 1 3/8,HW-0000139,SCREW M4 1 3/8,SCREW M4 1 3/8,0.03,0.102,EA,HW,HAFELE,022.45.350,6,1,0,0,0
SCREW M4 1 9/16,HW-0000140,SCREW M4 1 9/16,SCREW M4 1 9/16,0.031,0.106,EA,HW,HAFELE,022.35.403,6,1,0,0,0
SCREW METRIC DRAWER 1 3/4,HW-0000141,SCREW M4 1 3/4,SCREW METRIC DRAWER 1 3/4,0.037,0.129,EA,HW,HAFELE,022.45.458,6,1,0,0,0
SCREW M4 5/8,HW-0000142,SCREW M4 5/8,SCREW M4 5/8,0.019,0.065,EA,HW,HAFELE,022.44.157,6,1,0,0,0
SCREW M4 7/8 022.45.225,HW-0000143,SCREW M4 7/8,SCREW M4 7/8 022.45.225,0.022,0.076,EA,HW,HAFELE,022.45.225,6,1,0,0,0
SCREW POCKET HOLE 8X11/4,HW-0000144,SCREW POCKET HOLE 8X11/4,SCREW POCKET HOLE 8X11/4,0.069,0.239,EA,HW,UKNOWN,USI 069608180117Q,6,1,0,0,0
Screw - Sharpie,HW-0000145,Screw - Sharpie,Screw - Sharpie,0.022,0.076,EA,HW,ELITE,0161061002S,6,1,0,0,0
Screw Truss 1 013.13.935,HW-0000148,"Screw Truss Head 1""",Screw Truss 1 013.13.935,0.018,0.061,EA,HW,HAFELE,013.13.935,6,1,0,0,0
Washer - #12 Finish,HW-0000152,Washer - #12 Finish,Washer - #12 Finish,0.019,0.065,EA,HW,USINDUSTRIAL,42431202,6,1,0,0,0
SPACE BALLS .26 DIA,HW-0000153,SPACE BALLS .26 DIA,SPACE BALLS .26 DIA,0.018,0.061,EA,HW,LOUIS,YYSB-5,6,1,0,0,0
Hinge- 105 Soft Close FO,HW-0000154,Hinge- 105 Soft Close FO,Hinge- 105 Soft Close FO,2.024,6.983,EA,HW,HAFELE,329.28.440,6,1,0,0,0
Hinge- 105 Soft Close HO,HW-0000155,Hinge- 105 Soft Closer HO,Hinge- 105 Soft Closer HO,2.046,7.059,EA,HW,HAFELE,329.28.442,6,1,0,0,0
LABOR - KD SHELF,LB-0000001,Labor - KD Shelf,LABOR - KD SHELF,0.58,1.334,EA,LBR,,,N/A,N/A,0,0,0
LABOR - ADJ LSHELF,LB-0000002,Labor - LShelf,LABOR - L SHELF,15,34.5,EA,LBR,,,N/A,N/A,0,0,0
LABOR - KD LSHELF,LB-0000003,Labor - KD LShelf,LABOR - L KD SHELF,15.58,35.834,EA,LBR,,,N/A,N/A,0,0,0
LABOR - ADJ CORNER SHELF,LB-0000004,Labor - Corner Shelf,LABOR - CORNER SHELF,4,9.2,EA,LBR,,,N/A,N/A,0,0,0
LABOR - KD CORNER SHELF,LB-0000005,Labor - KD Corner Shelf,LABOR - CORNER KD SHELF,4.58,10.534,EA,LBR,,,N/A,N/A,0,0,0
LABOR - PARTITION,LB-0000006,Labor - Partition,LABOR - PARTITION,0.82,1.886,EA,LBR,,,N/A,N/A,0,0,0
LABOR - MITERED PARTITION,LB-0000007,Labor - Mitered Partition,LABOR - MITERED PARD,5,11.5,EA,LBR,,,N/A,N/A,0,0,0
LABOR - MEL DRWR CAP BTTM,LB-0000008,Labor - Mel Drwr Cap Bttm,LABOR - MEL DRAWER CAP BOTTOM,3,6.9,EA,LBR,,,N/A,N/A,0,0,0
LABOR - MEL DRWR INSET BTTM,LB-0000009,Labor - Mel Drwr Inset Bttm,LABOR - MEL DRAWER INSET BTTM,8,18.4,EA,LBR,,,N/A,N/A,0,0,0
LABOR - BB DRWR CAP BTTM,LB-0000010,Labor - BB Drwr Cap Bttm,LABOR - BB DRAWER CAP BTTM,8,18.4,EA,LBR,,,N/A,N/A,0,0,0
LABOR - BB DRWR INSET BTTM,LB-0000011,Labor - BB Drwr Inset Bttm,LABOR - BB DRAWER INSET BOTTOM,15,34.5,EA,LBR,,,N/A,N/A,0,0,0
LABOR - MEL SLAB DOOR,LB-0000012,Labor - Mel Slab Door,LABOR - MEL SLAB DOOR,0.8,1.84,EA,LBR,,,N/A,N/A,0,0,0
LABOR - 5PC MEL DOOR & DRWR FACE,LB-0000013,Labor - 5Pc Mel Door & Drwr Face,LABOR - 5PC MEL DOOR & DRAWER FACE,12,27.6,EA,LBR,,,N/A,N/A,0,0,0
LABOR - 5PC WOOD DOOR & DRWR FACE,LB-0000014,Labor - 5Pc Wood Door & Drwr Face,LABOR - 5PC WOOD DOOR & DRAWER FACE,10,23,EA,LBR,,,N/A,N/A,0,0,0
LABOR - STANDARD SOFTENED GLAZE,LB-0000015,Labor - Standard Softened Glaze,LABOR - STANDARD SOFTENED,0.42,0.966,LF,LBR,,,N/A,N/A,,,
LABOR - BRUSHED THIN GLAZE,LB-0000016,Labor - Brushed Thin Glaze,LABOR - BRUSHED THIN,1.68,3.864,LF,LBR,,,N/A,N/A,,,
LABOR - DUSTED THIN GLAZE,LB-0000017,Labor - Dusted Thin Glaze,LABOR - DUSTED THIN,6.72,15.456,LF,LBR,,,N/A,N/A,,,
LABOR - FELT BOTTOM,LB-0000018,Labor - Felt Bottom,LABOR - FELT BOTTOM,3,23,EA,LBR,,,N/A,N/A,,,
LABOR - SCUFFING,LB-0000019,Labor - Scuffing,LABOR - SCUFFING,,0,SF,LBR,,,,,,,
CROWN MLD ALDER 3 1/2 439 PG,MD-0000001,CROWN MLD ALDER 3 1/2 439 PG,CROWN MLD ALDER 3 1/2 439 PG,3.4,23.46,LF,MD,SPELLMAN,CC08A,8,1,60500,809160,0
CROWN MLD ALDER 3 5/8 419 TRA,MD-0000004,CROWN MLD ALDER 3 5/8 419 TRA,CROWN MLD ALDER 3 5/8 419 TRA,3.4,23.46,LF,MD,SPELLMAN,CC04A,8,1,60600,809160,0
CROWN MLD ALDER 2 1/4 417 TRAD,MD-0000007,CROWN MLD ALDER 2 1/4 417 TRAD,CROWN MLD ALDER 2 1/4 417 TRAD,2.36,16.284,LF,MD,SPELLMAN,CC09A,8,1,60700,809160,0
CROWN MLD KG GEORGE 5X1 1/4,MD-0000010,CROWN MLD KG GEORGE 5X1 1/4,CROWN MLD KG GEORGE 5X1 1/4,9,62.1,LF,MD,SPELLMAN,CC011A,8,1,0,0,0
SCRIBE 1/4X1 1/4-RL ALDER,MD-0000012,SCRIBE 1/4X1 1/4-RL ALDER,SCRIBE 1/4X1 1/4-RL ALDER,1.1,7.59,LF,MD,SPELLMAN,CC07A,8,1,60800,809160,0
QUARTER RD 3/4 IN ALDER,MD-0000015,QUARTER RD 3/4 IN ALDER,QUARTER RD 3/4 IN ALDER,2.96,20.424,LF,MD,SPELLMAN,CC02A,8,1,60900,809160,0
CASING FLUTE ALDER 3 1/2 515,MD-0000018,CASING FLUTE ALDER 3 1/2 515,CASING FLUTE ALDER 3 1/2 515,2.64,18.216,LF,MD,SPELLMAN,CC01A,8,1,60300,809160,0
OGEE EDGING 1 1/2 X 3/4 ALDER,MD-0000022,OGEE EDGING 1 1/2 X 3/4 ALDER,OGEE EDGING 1 1/2 X 3/4 ALDER,1.64,11.316,LF,MD,SPELLMAN,CC06A,8,1,60400,809160,0
BASE ALDER 3 1/4X1/2 WM633,MD-0000025,BASE ALDER 3 1/4X1/2 WM633,BASE ALDER 3 1/4X1/2 WM633,3.5,24.15,LF,MD,SPELLMAN,CC05A,8,1,60100,809160,0
BASE ALDER 4 1/4 SPANISH,MD-0000028,BASE ALDER 4 1/4 SPANISH BASE,BASE ALDER 4 1/4 SPANISH,4.5,31.05,LF,MD,SPELLMAN,CC010A,8,1,0,0,0
PLINTH BLK 3/4 X 3 1/2 X 6 ALD,MD-0000029,PLINTH BLK 3/4 X 3 1/2 X 6 ALD,PLINTH BLK 3/4 X 3 1/2 X 6 ALD,5.464,37.702,LF,MD,BARGER,12,8,1,0,0,0
ROSETTE ALDER 3 1/2 7/8 A1/12,MD-0000032,ROSETTE ALDER 3 1/2 7/8 A1/12,ROSETTE ALDER 3 1/2 7/8 A1/12,7,48.3,LF,MD,UKNOWN,0,8,1,60200,809160,0
MLD ROPE 3/8 HR ALD,MD-0000044,MLD ROPE 3/8 HR ALD,MLD ROPE 3/8 HR ALD,2.94,20.286,LF,MD,HARDWARERESOURCES,RMH38ALD-8,8,1,0,0,0
MLD QTR ROUND HR ALD,MD-0000045,MLD QTR ROUND HR ALD,MLD QTR ROUND HR ALD,2.96,20.424,LF,MD,HARDWARERESOURCES,34QTRALD-8,8,1,0,0,0
MLD AVIANO LARGE,MD-0000046,MLD AVIANO LARGE,MLD AVIANO LARGE,2.36,16.284,LF,MD,SPELLMAN,CCALA,8,1,0,0,0
COLINA SM,MD-0000047,COLINA SMALL,COLINA SM,1.404,9.688,LF,MD,SPELLMAN,0,8,1,0,0,0
COLINA LG.,MD-0000048,COLINA LARGE,COLINA LG.,2.08,14.352,LF,MD,SPELLMAN,0,8,1,0,0,0
COLINA APPLIED,MD-0000049,COLINA APPLIED,COLINA APPLIED,0.96,6.624,LF,MD,SPELLMAN,CCASCA,8,1,0,0,0
MLD AVIANO SMALL,MD-0000051,MLD AVIANO SMALL,MLD AVIANO SMALL,1.64,11.316,LF,MD,SPELLMAN,CCASA,8,1,0,0,0
MLD AVIANO APPLIED,MD-0000052,MLD AVIANO APPLIED,MLD AVIANO APPLIED,1.14,7.866,LF,MD,SPELLMAN,CCAAA,8,1,0,0,0
MLD FLORENCE LARGE,MD-0000053,MLD FLORENCE LARGE,MLD FLORENCE LARGE,3.04,20.976,LF,MD,SPELLMAN,CCALF,8,1,0,0,0
MLD FLORENCE SMALL,MD-0000054,MLD FLORENCE SMALL,MLD FLORENCE SMALL,1.9,13.11,LF,MD,SPELLMAN,CCAFS,8,1,0,0,0
MLD MILANO LARGE,MD-0000055,MLD MILANO LARGE,MLD MILANO LARGE,2.36,16.284,LF,MD,SPELLMAN,CCAML,8,1,0,0,0
PALERMO SM.,MD-0000056,PALERMO SMALL,PALERMO SM.,1.9,13.11,LF,MD,SPELLMAN,CCASP,8,1,0,0,0
PALERMO LG.,MD-0000057,PALERMO LARGE,PALERMO LG.,3.04,20.976,LF,MD,SPELLMAN,CCALP,8,1,0,0,0
MLD MILANO SMALL,MD-0000058,MLD MILANO SMALL,MLD MILANO SMALL,1.64,11.316,LF,MD,SPELLMAN,CCASM,8,1,0,0,0
MLD VERONA LARGE,MD-0000059,MLD VERONA LARGE,MLD VERONA LARGE,2.36,16.284,LF,MD,SPELLMAN,CCALV,8,1,0,0,0
MLD VERONA SMALL,MD-0000060,MLD VERONA SMALL,MLD VERONA SMALL,1.64,11.316,LF,MD,SPELLMAN,CCAVS,8,1,0,0,0
MLD ROME LARGE,MD-0000066,MLD ROME LARGE,MLD ROME LARGE,3.04,20.976,LF,MD,SPELLMAN,CCALR,8,1,0,0,0
MLD ROME SMALL,MD-0000067,MLD ROME SMALL,MLD ROME SMALL,2.36,16.284,LF,MD,SPELLMAN,CCASR,8,1,0,0,0
Under Cab Round,MD-0000068,Under Cab Round,Under Cab Round,1.12,7.728,LF,MD,SPELLMAN,CCUCR,8,1,91000,809160,0
Under Cab Square,MD-0000069,Under Cab Square,Under Cab Square,1.12,7.728,LF,MD,SPELLMAN,CCUCSQ,8,1,91100,809160,0
Under Cab Ogee,MD-0000070,Under Cab Ogee,Under Cab Ogee,1.12,7.728,LF,MD,SPELLMAN,CCUCOG,8,1,91200,809160,0
Valance 304,MD-0000071,Valance 304,Valance 304,1.514,10.447,LF,MD,SPELLMAN,CCV304,8,1,92000,809160,0
Valance Aviano,MD-0000072,Valance Aviano,Valance Aviano,1.478,10.198,LF,MD,SPELLMAN,CCV Aviano,8,1,92100,809160,0
Valance Milano,MD-0000073,Valance Milano,Valance Milano,1.68,11.592,LF,MD,SPELLMAN,CCVMilano,8,1,92200,809160,0
Valance Verona,MD-0000074,Valance Verona,Valance Verona,1.618,11.164,LF,MD,SPELLMAN,CCVVerona,8,1,92300,809160,0
MLD 4482 DRIFTWOOD H70V,MD-0000075,MLD 4482 DRIFTWOOD H70V,MLD 4482 DRIFTWOOD H70V,2.78,19.182,LF,MD,OLON,H70V,8,1,0,0,0
MLD 4482 EMBER H53V,MD-0000076,MLD 4482 EMBER H53V,MLD 4482 EMBER H53V,2.78,19.182,LF,MD,OLON,H53V,8,1,0,0,0
MLD 4482 LUXE H71V,MD-0000077,MLD 4482 LUXE H71V,MLD 4482 LUXE H71V,2.78,19.182,LF,MD,OLON,H71V,8,1,0,0,0
MLD 4482 MYSTIC H55V,MD-0000078,MLD 4482 MYSTIC H55V,MLD 4482 MYSTIC H55V,2.78,19.182,LF,MD,OLON,H55V,8,1,0,0,0
MLD 4482 SILVA H50V,MD-0000079,MLD 4482 SILVA H50V,MLD 4482 SILVA H50V,2.678,18.478,LF,MD,OLON,H50V,8,1,0,0,0
MLD 4482 ZAHARA H51V,MD-0000080,MLD 4482 ZAHARA H51V,MLD 4482 ZAHARA H51V,2.78,19.182,LF,MD,OLON,H51V,8,1,0,0,0
MLD SAN MARINO LARGE,MD-0000081,MLD SAN MARINO LARGE,MLD SAN MARINO LARGE,2.36,16.284,LF,MD,SPELLMAN,CCALSM,8,1,0,0,0
MLD SAN MARINO SMALL,MD-0000082,MLD SAN MARINO SMALL,MLD SAN MARINO SMALL,1.64,11.316,LF,MD,SPELLMAN,CCASSM,8,1,0,0,0
BASE ALDER 5 1/4 SPANISH,MD-0000083,BASE ALDER 5 1/4 SPANISH,BASE ALDER 5 1/4 SPANISH,6.72,46.368,LF,MD,BARGER,0,8,1,0,0,0
MLD 4482 CASSIS K17,MD-0000084,MLD 4482 CASSIS K17,MLD 4482 CASSIS K17,2.78,19.182,LF,MD,OLON,K17,,,,,
Mattress  Twin,MT-0000001,Mattress  Twin,Mattress  Twin,198,398.475,,MT,Quality Bedding ,Twin,10,1,0,0,0
Mattress  Double / Full,MT-0000002,Mattress  Double / Full,Mattress  Double / Full,198,398.475,,MT,Quality Bedding ,Double,10,1,0,0,0
Mattress  Queen,MT-0000003,Mattress  Queen,Mattress  Queen,198,398.475,,MT,Quality Bedding ,Queen ,10,1,0,0,0
ANTIQUE WHITE PL POST,PL-0000001,ANTIQUE WHITE PL POST,Antique White,1.204,3.462,SF,S,LOUIS,L-CAZ03584-1,0,1,0,0,0
ALMOND PL POST,PL-0000002,ALMOND PL POST,Almond,1.22,3.508,SF,S,LOUIS,L-CAZ03585-1,0,1,0,0,0
Fog Grey PL POST,PL-0000003,Fog Grey PL POST,Fog Grey,1.652,4.75,SF,S,LOUIS,L-CAZ02368-5,0,1,0,0,0
LAMP BLK PL POST,PL-0000004,LAMP BLK PL POST,Lamp Black,1.288,3.703,SF,S,LOUIS,L-CAZ00778-1,0,1,0,0,0
Storm PL POST,PL-0000005,Storm PL POST,Storm,1.716,4.934,SF,S,LOUIS,L_CAZ04429_1,0,1,0,0,0
WHITE PL POST,PL-0000006,WHITE PL POST,Oxford White,1.2,3.45,SF,S,LOUIS,L-CAZ03586-1,0,1,0,0,0
Custom Match Pig Laq.,PL-0000007,Custom Match Pig Laq.,Custom Match Pig Laq.,2.164,9.954,SF,S,LOUIS,0,0,1,0,0,0
Custom Gray POST,PL-0000008,Custom Gray POST,Custom Gray,1.636,4.704,SF,S,LOUIS,L_CAZ04304_1,0,1,0,0,0
Pepperdust POST,PL-0000009,Pepperdust POST,Pepperdust,1.832,5.267,SF,S,LOUIS,L_CAZ02642_1,0,1,0,0,0
Willow Grey POST,PL-0000010,Willow Grey POST,Willow Grey,1.636,4.704,SF,S,LOUIS,L_CAZ04707-1,0,1,0,0,0
CARE RETARDER,PL-0000014,CARE RETARDER,,0.936,2.691,SF,PL,LOUIS,,,,,,
LEVEL PRIMER WHITE,PL-0000016,LEVEL PRIMER WHITE,,1.272,3.657,SF,PL,LOUIS,,,,,,
ALMOND PAPER 3/8 G1,PM-0000001,Almond_Paper_375_G1,ALMOND PAPER 3/8 G1,0.836,7.691,SF,PM,UKNOWN,0,2,0.375,11300,190600,0
WHITE PAPER 3/8 G1,PM-0000002,White_Paper_375_G1,WHITE PAPER 3/8 G1,0.836,7.691,SF,PM,UKNOWN,0,2,0.375,11300,190500,0
ALMOND PAPER 1/2 G2,PM-0000003,Almond_Paper_500_G2,ALMOND PAPER 1/2 G2,1.025,9.43,SF,PM,UKNOWN,0,2,0.5,12310,190600,0
WHITE PAPER 1/2 G2,PM-0000004,White_Paper_500_G2,WHITE PAPER 1/2 G2,1.025,9.43,SF,PM,LUMBER,0,2,0.5,12310,190500,0
Absolute Acajou250 1/4,PM-0000005,Absolute_Acajou_250,Absolute Acajou,3.575,16.445,SF,PM,SPELLMAN,0,2,0.25,20100,111000,0
AFTERNOON SHOWERS250 1/4,PM-0000006,Afternoon_Showers_250,Afternoon Showers,3.433,19.74,SF,PM,UKNOWN,0,2,0.25,20100,111250,0
ALCOVE WALNUT250 1/4,PM-0000007,Alcove_Walnut_250,Alcove Walnut,3.075,17.681,SF,PM,LUMBER,0,2,0.25,20100,111450,0
ALIVE IN MEMPHIS250 1/4 G1,PM-0000008,Alive_in_Memphis_250,ALIVE IN MEMPHIS250 1/4 G1,3.385,19.464,SF,PM,UKNOWN,0,2,0.25,20100,111480,0
ANTIQUE WHITE250 1/4,PM-0000012,Antique_White_250,Antique White,3.603,16.574,SF,PM,LUMBER,0,2,0.25,20100,111580,0
APPLE SPICE250 1/4,PM-0000013,Apple_Spice_250,APPLE SPICE250 1/4,3.12,17.94,SF,PM,UKNOWN,0,2,0.25,20100,111660,0
ARBOR MYRTLE250 1/4,PM-0000014,Arbor_Myrtle_250,Arbor Myrtle,3.592,16.523,SF,PM,LUMBER,0,2,0.25,20100,111710,0
BACKWOODS SYCAMORE250 1/4,PM-0000015,Backwoods_Sycamore_250,BACKWOODS SYCAMORE250 1/4,3.208,18.446,SF,PM,LUMBER,0,2,0.25,20100,114050,0
BIRCH250 1/4,PM-0000018,Birch_250,BIRCH250 1/4,3.41,19.608,SF,PM,UKNOWN,0,2,0.25,20100,114350,0
BLACK250 1/4,PM-0000019,Black_250,Black,2.839,16.324,SF,PM,LUMBER,0,2,0.25,20100,114450,0
BLACK G2S250 1/4,PM-0000020,Black_250,BLACK G2S250 1/4,2.775,15.956,SF,PM,UKNOWN,0,2,0.25,20200,114450,0
BRITTANY BLUE250 1/4,PM-0000021,Brittany_Blue_250,BRITTANY BLUE250 1/4,3.12,17.94,SF,PM,UKNOWN,0,2,0.25,20100,114700,0
BROWN PEARWOOD250 1/4,PM-0000022,Brown_Pearwood_250,Brown Pearwood,3.446,15.852,SF,PM,UKNOWN,0,2,0.25,20100,115000,0
BUTTER TOFFEE250 1/4,PM-0000023,Butter Toffee 20100,Butter Toffee,3.05,17.538,SF,PM,UKNOWN,0,2,0.25,20100,115500,0
CABINET ALMOND250 1/4,PM-0000024,Cabinet Almond 20100,Cabinet Almond,3.259,14.991,SF,PM,SPELLMAN,0,2,0.25,20100,110200,0
CABINET ALMOND FF250 1/4,PM-0000025,Caninet Almond FF 10205,Cabinet Almond,4.683,26.927,SF,PM,UKNOWN,0,2,0.25,10205,110200,0
CABINET OAK250 1/4,PM-0000026,Cabinet Oak 20100,CABINET OAK250 1/4,3.105,17.854,SF,PM,LUMBER,0,2,0.25,20100,117010,0
CASTLE OAK II250 1/4,PM-0000030,Castle Oak 20100,CASTLE OAK II,3.225,18.544,SF,PM,LUMBER,0,2,0.25,20100,117040,0
CHOCOLATE MALT250 1/4,PM-0000032,Chocolate Malt 20100,CHOCOLATE MALT250 1/4,3.164,18.193,SF,PM,UKNOWN,0,2,0.25,20100,117317,0
CORPORATE WALNUT250 1/4,PM-0000033,Corporate Walnut 20100,CORPORATE WALNUT250 1/4,3.34,19.205,SF,PM,UKNOWN,0,2,0.25,20100,117600,0
CORRETTO CHERRY250 1/4,PM-0000034,Corretto Cherry 20100,CORRETTO CHERRY250 1/4,2.955,16.991,SF,PM,UKNOWN,0,2,0.25,20100,117670,0
COUNTRY MAPLE250 1/4,PM-0000035,Country Maple 20100,COUNTRY MAPLE250 1/4,2.874,16.526,SF,PM,UKNOWN,0,2,0.25,20100,117680,0
CRACKLE CRUNCH250 1/4,PM-0000036,Crackle Crunch 20100,CRACKLE CRUNCH250 1/4,3.223,18.532,SF,PM,UKNOWN,0,2,0.25,20100,117700,0
CUSTOM GREY250 1/4,PM-0000037,Custom Gray250,Custom Gray,3.346,15.392,SF,PM,UKNOWN,0,2,0.25,20100,117850,0
DOESKIN250 1/4,PM-0000040,Doeskin 20100,DOESKIN250 1/4,3.12,17.94,SF,PM,UKNOWN,0,2,0.25,20100,120600,0
DURA WHT_ALM250 1/4,PM-0000041,Dura White_Almond 10200,Dura wht_alm,3.656,16.818,SF,PM,DURAPLAY,0,2,0.25,10200,191050,0
EGGAR 954 WHT250 1/4 G2S,PM-0000043,Eggar White 250,DURAPLY WHT250 1/4 G2S,1.781,10.241,SF,PM,HARDWOODS,0,2,0.25,10200,191010,0
DUSK TO DAWN250 1/4,PM-0000044,Dusk to Dawn 20100,DUSK TO DAWN250 1/4,3.14,18.055,SF,PM,UKNOWN,0,2,0.25,20100,120850,0
EBONY SAND250 1/4,PM-0000045,Ebony Sand250,Ebony Sand,3.178,18.274,SF,PM,LUMBER,0,2,0.25,20100,123050,0
EDGEWOOD SYCAMORE250 1/4,PM-0000046,Edgewood Sycamore 20100,EDGEWOOD SYCAMORE250 1/4,3.055,17.566,SF,PM,UKNOWN,0,2,0.25,20100,123150,0
ENGLISH OAK250 1/4,PM-0000047,English Oak 20100,ENGLISH OAK250 1/4,3.055,17.566,SF,PM,LUMBER,0,2,0.25,20100,123550,0
